Station Number,State,Temp Min,Temp Max,DO Min,DO Max,pH Min,pH Max,Conductivity Min,Conductivity Max,BOD Min,BOD Max,Nitrate Min,Nitrate Max,Faecal Coliform Min,Faecal Coliform Max,Total Coliform Min,Total Coliform Max
1867,"HIMACHAL
 PRADESH",9,12,9.7,10.1,6.8,8,92,366,0.1,0.2,0.2,0.2,2,2,20,20
2611,"HIMACHAL
 PRADESH",9,12,9.7,10.1,6.7,7.9,84,327,0.1,0.5,0.2,0.5,2,2,20,20
1389,"HIMACHAL
 PRADESH",12,17,9.1,9.6,6.8,8.1,92,330,0.1,0.5,0.2,0.4,2,2,20,20
1086,"HIMACHAL
 PRADESH",14,17,8.8,9.8,6.96,7.99,107,309,0.1,0.4,0.2,0.34,2,2,21,21
1087,"HIMACHAL
 PRADESH",14,17,8.7,9.2,6.91,8.04,102,298,0.1,0.2,0.2,0.513,2,2,25,25
1013,"HIMACHAL
 PRADESH",15,19,8.6,8.9,6.88,7.91,106,311,0.1,2,0.2,0.365,2,2,25,25
1014,"HIMACHAL
 PRADESH",10,24,8,9.7,7.56,8.11,134,329,0.1,0.1,0.2,0.862,13,23,110,180
1015,"HIMACHAL
 PRADESH",10,20,6.7,9.8,7.75,8.16,123,310,0.1,0.2,0.2,0.931,21,43,130,350
1016,"HIMACHAL
 PRADESH",5,20,6.5,7.8,6.95,8.47,232,340,0.1,1.2,0.02,0.54,6,21,210,430
1293,PUNJAB,15,27,7,7.8,7.2,8,258,372,2,2,0.4,1,200,830,610,1500
1018,PUNJAB,16,26,7.5,7.9,7.66,8.2,244,314,1,1,0.4,0.8,170,400,310,610
1690,PUNJAB,17,34,5.6,7.5,7.2,7.7,362,565,1,2,0.6,1,400,1700,930,3800
1020,PUNJAB,16,35,2,5.1,7.17,7.59,732,1733,30,108,1.6,14,17000,210000,31000,380000
1021,PUNJAB,16,32,3.4,6.5,7.25,8.2,385,1180,5,37,1,3,13000,63000,27000,110000
1381,PUNJAB,12,29,1,3.2,7,7.4,390,710,8,22,1.2,2.2,350,2300,940,4600
1691,PUNJAB,16,30,7,8,7.4,8.2,238,396,0.2,2,0.4,0.8,370,920,610,2200
1692,PUNJAB,16,31,6.9,7.8,7.3,8,260,420,0.3,2,0.6,1,400,1100,680,2200
1022,PUNJAB,11,30,4,6.4,6.9,7.3,260,413,2,4.1,1,2.8,210,940,580,1700
2915,PUNJAB,17,30,7.4,7.8,7.7,8.4,258,415,0.5,1,0.6,1.4,170,680,390,910
3869,PUNJAB,14,17,8.7,9.1,7.3,8.1,96,309,0.1,0.5,0.3,0.5,0,0,0,0
3871,PUNJAB,11,14,8.9,9.4,7.4,7.9,99,332,0.1,0.6,0.2,0.5,2,2,24,24
3872,PUNJAB,9.4,14,8.8,9.5,7.6,7.9,152,269,0.1,0.2,0.1,0.5,4,4,150,150
10020,PUNJAB,16,27,7.5,8,7.5,8.4,242,345,0.5,0.5,0.2,0.8,180,780,400,1700
10021,PUNJAB,16,24,7,7.9,7.5,8,209,442,2,2,0.2,0.8,200,1700,780,3900
1062,"UTTAR
 PRADESH",21,23,7.3,8.7,7.4,7.7,120,258,1.2,3,0.3,0.6,180,350,410,610
10149,"UTTAR
 PRADESH",21,23,7.4,8.9,7.1,7.8,197,258,1.8,2.6,0.3,5.2,110,350,370,610
2488,"UTTAR
 PRADESH",14,25,6.4,9.2,7,7.5,152,254,1.4,4.3,0.3,0.6,210,280,440,630
2489,"UTTAR
 PRADESH",15,25,7.1,9,7.2,7.6,138,244,1.6,4.1,0.3,0.4,120,230,350,450
1145,"UTTAR
 PRADESH",17,26,6.9,8.7,7,7.6,137,248,1.2,4.2,0.3,0.5,200,370,470,630
